likeCount,createdAt,searchTerm,replyCount,quoteCount,retweetCount,viewCount,followersCount
2589,Fri Apr 12 02:14:15 +0000 2024,gun control,52,32,605,75385,957537
64313,Thu Apr 11 14:54:12 +0000 2024,gun control,1902,1674,17796,2395991,2898272
748,Sat Apr 13 11:18:27 +0000 2024,gun control,97,12,109,20364,39299
9382,Thu Apr 11 20:19:43 +0000 2024,gun control,218,38,1249,187831,386633
683,Thu Apr 11 20:17:14 +0000 2024,gun control,21,22,189,28683,24880
1194,Thu Apr 11 21:23:18 +0000 2024,gun control,147,67,463,25536,52421
2855,Fri Apr 12 13:17:13 +0000 2024,gun control,81,31,433,141576,408001
907,Thu Apr 11 23:38:09 +0000 2024,gun control,1253,101,76,202832,64387
1847,Thu Apr 11 19:21:52 +0000 2024,gun control,26,0,256,32487,146036
15299,Thu Apr 11 22:11:29 +0000 2024,gun control,466,262,5043,605005,2316397
849,Sat Apr 06 20:42:23 +0000 2024,gun control,17,6,140,8993,34686
205,Fri Apr 12 01:54:05 +0000 2024,gun control,6,3,114,3803,81372
1452,Wed Apr 10 14:10:43 +0000 2024,gun control,243,12,223,16859,27925
165,Thu Apr 11 16:09:31 +0000 2024,gun control,10,7,139,7089,6087
1591,Thu Apr 11 17:05:37 +0000 2024,gun control,43,42,382,45694,34686
1030,Thu Apr 11 16:29:28 +0000 2024,gun control,45,37,287,109824,147565
274,Wed Apr 10 03:25:21 +0000 2024,gun control,37,1,52,3423,21210
5392,Thu Apr 11 20:36:04 +0000 2024,gun control,118,24,771,125104,146036
895,Thu Apr 11 17:10:57 +0000 2024,gun control,74,30,326,16559,348652
465,Thu Apr 11 15:01:10 +0000 2024,gun control,28,14,273,8990,54112
290,Fri Apr 12 11:56:37 +0000 2024,gun control,43,17,75,5671,29372
2084,Sat Apr 13 12:24:21 +0000 2024,gun control,120,4,178,20027,39299
1944,Thu Apr 11 12:45:49 +0000 2024,gun control,101,115,911,67619,124180
1731,Thu Apr 11 19:01:00 +0000 2024,gun control,73,79,349,106100,17430
1018,Thu Apr 11 21:52:19 +0000 2024,gun control,66,23,253,23481,165655
2574,Mon Apr 08 07:30:41 +0000 2024,gun control,63,17,393,686957,14207
230,Thu Apr 11 17:55:31 +0000 2024,gun control,23,8,69,4511,21210
3639,Thu Apr 11 14:05:23 +0000 2024,gun control,183,135,1809,77629,329463
720,Thu Apr 11 14:01:04 +0000 2024,gun control,106,17,73,24005,44483
392,Thu Apr 11 16:23:58 +0000 2024,gun control,24,7,119,16346,146603
161,Thu Apr 11 21:58:48 +0000 2024,gun control,10,7,48,4061,1507
708,Thu Apr 11 18:34:54 +0000 2024,gun control,16,11,270,11106,128090
4325,Mon Apr 08 17:38:30 +0000 2024,gun control,129,31,1123,222424,146036
263,Fri Apr 12 15:00:46 +0000 2024,gun control,20,14,105,10268,43873
4891,Thu Apr 11 17:47:03 +0000 2024,gun control,127,77,1322,98201,1505599
198,Sat Apr 13 23:41:33 +0000 2024,gun control,14,5,47,6700,8562
1164,Sat Apr 13 19:31:11 +0000 2024,gun control,180,30,402,60153,54477
3029,Sun Apr 07 21:01:39 +0000 2024,gun control,314,142,1023,1040468,15229
718,Fri Apr 12 21:10:48 +0000 2024,gun control,83,12,102,22604,60060
13194,Mon Apr 08 21:31:00 +0000 2024,gun control,353,129,4337,136000,1554170
1474,Sat Apr 13 15:00:01 +0000 2024,gun control,18,4,177,30541,408001
953,Thu Apr 11 19:38:48 +0000 2024,gun control,54,34,333,44468,1120622
3654,Fri Apr 12 14:39:37 +0000 2024,gun control,49,13,497,74340,386633
481,Thu Apr 11 15:48:06 +0000 2024,gun control,39,29,254,14903,118479
787,Tue Apr 09 15:13:31 +0000 2024,gun control,325,6,50,39565,46027
3411,Thu Apr 11 16:00:19 +0000 2024,gun control,81,10,351,67809,923267
550,Tue Apr 09 22:00:36 +0000 2024,gun control,77,4,82,15733,17891
544,Thu Apr 11 10:50:21 +0000 2024,gun control,15,21,138,15066,16024
313,Thu Apr 11 16:52:09 +0000 2024,gun control,5,4,70,8888,115945
114,Fri Apr 12 03:17:06 +0000 2024,gun control,6,5,53,2142,47253
2628,Fri Apr 12 16:36:12 +0000 2024,gun control,75,30,449,186626,979686
822,Sat Apr 06 23:33:44 +0000 2024,gun control,6,1,81,15284,15069
522,Thu Apr 11 16:49:52 +0000 2024,gun control,20,10,152,14942,373095
170,Fri Apr 12 07:15:29 +0000 2024,gun control,4,6,64,1894,16524
512,Fri Apr 12 09:48:32 +0000 2024,gun control,65,17,333,11386,54361
1157,Thu Apr 11 17:10:10 +0000 2024,gun control,34,29,440,14639,142949
577,Fri Apr 12 16:45:36 +0000 2024,gun control,48,10,161,72457,653854
2864,Thu Apr 11 21:56:21 +0000 2024,gun control,82,7,321,125859,3405
1222,Tue Apr 09 01:38:59 +0000 2024,gun control,50,3,64,29243,146036
191,Thu Apr 11 15:50:32 +0000 2024,gun control,23,5,171,5061,27319
344,Thu Apr 11 22:59:16 +0000 2024,gun control,21,17,219,9395,20541
500,Wed Apr 10 23:40:29 +0000 2024,gun control,39,30,120,18922,18597
141,Sat Apr 13 08:33:27 +0000 2024,gun control,25,7,80,11479,205191
1694,Thu Apr 11 16:19:56 +0000 2024,gun control,61,61,411,221673,55273
271,Wed Apr 10 01:58:21 +0000 2024,gun control,6,2,62,3858,3364
334,Tue Apr 09 14:25:24 +0000 2024,gun control,18,5,207,8629,164558
744,Sat Apr 13 01:10:23 +0000 2024,gun control,26,10,95,25235,447750
80,Thu Apr 11 16:52:13 +0000 2024,gun control,4,1,82,2161,10780
176,Thu Apr 11 15:55:04 +0000 2024,gun control,14,10,46,3599,29489
3204,Thu Apr 11 21:43:00 +0000 2024,gun control,91,52,674,65741,447750
153,Fri Apr 12 11:54:35 +0000 2024,gun control,5,3,148,5888,50492
167,Thu Apr 11 20:42:42 +0000 2024,gun control,2,5,168,4999,27319
1749,Thu Apr 11 20:45:00 +0000 2024,gun control,84,27,486,38509,360427
272,Sat Apr 13 13:01:00 +0000 2024,gun control,18,0,88,12406,2661
136,Thu Apr 11 17:21:16 +0000 2024,gun control,9,4,99,2817,7281
327,Fri Apr 12 22:40:07 +0000 2024,gun control,20,5,55,68761,1837787
183,Fri Apr 12 03:35:56 +0000 2024,gun control,150,12,139,4818,5893
248,Thu Apr 11 16:08:36 +0000 2024,gun control,14,10,84,9369,77134
286,Thu Apr 11 22:07:29 +0000 2024,gun control,15,3,53,2842,9895
4782,Fri Apr 12 14:50:59 +0000 2024,gun control,129,197,244,277901,177460
4753,Fri Apr 12 15:08:26 +0000 2024,gun control,311,35,860,128722,64869
83,Thu Apr 11 16:49:00 +0000 2024,gun control,15,4,46,2559,6540
1797,Sat Apr 13 12:27:46 +0000 2024,gun control,32,13,105,86201,177460
235,Sat Apr 06 22:34:04 +0000 2024,gun control,24,17,83,17654,210766
113,Wed Apr 10 11:25:07 +0000 2024,gun control,9,3,47,3815,15019
952,Thu Apr 11 16:41:44 +0000 2024,gun control,183,3,70,34575,1196951
227,Fri Apr 12 20:11:59 +0000 2024,gun control,52,14,105,15398,15019
321,Sat Apr 06 12:44:14 +0000 2024,gun control,336,10,79,17982,2305
353,Mon Apr 08 20:54:15 +0000 2024,gun control,7,3,77,17039,360427
171,Tue Apr 09 16:42:31 +0000 2024,gun control,13,3,64,6850,34577
512,Thu Apr 11 17:31:50 +0000 2024,gun control,47,22,176,8625,5983
659,Sat Apr 13 19:14:05 +0000 2024,gun control,81,8,124,24349,457719
192,Fri Apr 12 01:01:45 +0000 2024,gun control,9,10,106,4380,80137
57,Sun Apr 07 21:21:48 +0000 2024,gun control,6,1,50,1811,5997
131,Wed Apr 10 23:32:25 +0000 2024,gun control,22,2,136,7343,17323
2472,Thu Apr 11 17:19:34 +0000 2024,gun control,94,19,737,36815,678100
36,Thu Apr 11 13:35:34 +0000 2024,gun control,7,1,55,991,12276
46,Mon Apr 08 06:36:21 +0000 2024,gun control,10,2,65,2676,11983
249,Thu Apr 11 23:10:19 +0000 2024,gun control,8,2,76,15321,122208
160,Thu Apr 11 22:30:18 +0000 2024,gun control,16,1,46,3811,7054
178,Fri Apr 12 13:44:00 +0000 2024,gun control,29,5,94,2108,8825
1147,Wed Apr 10 23:30:06 +0000 2024,gun control,43,11,142,26252,3759
502,Tue Apr 09 03:33:06 +0000 2024,gun control,8,4,139,8973,774034
223,Sat Apr 06 12:22:40 +0000 2024,gun control,8,5,136,3864,49574
977,Wed Apr 10 14:15:01 +0000 2024,gun control,24,15,202,7314,14428
153,Tue Apr 09 14:46:24 +0000 2024,gun control,9,2,69,24153,56614
297,Thu Apr 11 23:06:41 +0000 2024,gun control,5,3,97,12923,12287
539,Thu Apr 11 16:42:10 +0000 2024,gun control,12,2,61,7404,1574
181,Thu Apr 11 13:38:16 +0000 2024,gun control,0,14,110,16616,4412
237,Sat Apr 13 19:11:48 +0000 2024,gun control,11,6,148,2243,30225
3817,Wed Apr 10 19:13:02 +0000 2024,gun control,73,1,85,126353,1913
119,Wed Apr 10 12:02:00 +0000 2024,gun control,12,3,71,12832,2131405
214,Mon Apr 08 23:41:31 +0000 2024,gun control,21,1,60,2799,9279
192,Wed Apr 10 13:07:36 +0000 2024,gun control,8,2,61,10918,34578
1728,Thu Apr 11 14:57:56 +0000 2024,gun control,35,0,78,35956,36305
868,Sat Apr 13 10:00:31 +0000 2024,gun control,54,10,479,33029,179099
105,Fri Apr 12 18:05:01 +0000 2024,gun control,1,2,52,2457,4412
52,Thu Apr 11 15:19:49 +0000 2024,gun control,6,0,57,1928,32908
736,Sat Apr 13 21:32:03 +0000 2024,abortion,38,20,299,26129,8660
10845,Fri Apr 12 18:19:23 +0000 2024,abortion,270,41,2245,108311,49763
3128,Sat Apr 13 17:14:38 +0000 2024,abortion,257,97,480,292840,157190
4006,Fri Apr 12 20:54:28 +0000 2024,abortion,286,243,3099,329460,116777
1311,Sat Apr 13 16:21:36 +0000 2024,abortion,60,6,293,19542,62136
2760,Mon Apr 08 15:54:36 +0000 2024,abortion,1974,261,1059,220876,26141
1831,Tue Apr 09 01:50:17 +0000 2024,abortion,305,120,1299,57401,59292
725,Sat Apr 13 19:09:21 +0000 2024,abortion,116,9,125,13407,17029
3520,Tue Apr 09 00:52:00 +0000 2024,abortion,269,120,1638,246335,127164
627,Sat Apr 13 21:35:21 +0000 2024,abortion,232,11,72,19214,19620
11289,Sat Apr 13 13:38:25 +0000 2024,abortion,2448,875,2839,2724656,1013229
413,Tue Apr 09 15:24:35 +0000 2024,abortion,35,3,279,8055,26141
12115,Mon Apr 08 12:30:31 +0000 2024,abortion,997,195,2227,797456,2316399
502,Sat Apr 13 15:51:01 +0000 2024,abortion,89,7,87,10017,50474
529,Sat Apr 13 14:08:41 +0000 2024,abortion,10,5,197,10605,68366
8447,Tue Apr 09 11:37:57 +0000 2024,abortion,3925,184,2175,172485,979930
3958,Fri Apr 12 02:38:36 +0000 2024,abortion,11,0,159,48145,2547
698,Thu Apr 11 12:50:21 +0000 2024,abortion,36,12,181,15976,150310
948,Sat Apr 13 11:19:00 +0000 2024,abortion,188,48,306,45779,183145
814,Thu Apr 11 05:16:48 +0000 2024,abortion,88,1,123,11023,17029
30740,Fri Apr 12 10:14:30 +0000 2024,abortion,3983,1178,10593,1563684,7113811
3057,Sat Apr 13 21:31:22 +0000 2024,abortion,109,49,918,180506,1463109
33969,Tue Apr 09 23:54:11 +0000 2024,abortion,747,178,7271,540322,231062
840,Mon Apr 08 06:32:09 +0000 2024,abortion,150,5,130,12332,3726
1785,Tue Apr 09 17:43:20 +0000 2024,abortion,127,72,513,261702,87805
10108,Wed Apr 10 01:45:02 +0000 2024,abortion,6873,299,3753,259724,491444
268,Sat Apr 13 02:09:59 +0000 2024,abortion,18,5,185,3725,13683
21824,Fri Apr 12 14:46:07 +0000 2024,abortion,6998,1917,1486,3318816,56405
212,Tue Apr 09 00:11:22 +0000 2024,abortion,33,24,88,139581,7633
2040,Sat Apr 13 14:35:11 +0000 2024,abortion,7,15,227,74139,1088
761,Fri Apr 12 05:42:10 +0000 2024,abortion,20,29,613,32362,119582
382,Sat Apr 13 18:24:38 +0000 2024,abortion,52,5,94,6065,17029
198,Thu Apr 11 12:15:55 +0000 2024,abortion,15,4,51,5361,55698
198,Sat Apr 13 23:41:33 +0000 2024,abortion,14,5,47,6703,8562
5414,Sat Apr 13 03:05:28 +0000 2024,abortion,1429,563,1799,1169515,872460
451,Thu Apr 11 19:22:57 +0000 2024,abortion,217,15,53,19489,2234
9895,Fri Apr 12 21:47:51 +0000 2024,abortion,506,100,1759,741228,15165352
36407,Thu Apr 11 20:25:13 +0000 2024,abortion,289,80,6589,443907,68366
289,Mon Apr 08 16:33:53 +0000 2024,abortion,760,155,106,194729,395441
4052,Tue Apr 09 08:43:19 +0000 2024,abortion,240,30,263,103341,3726
41826,Fri Apr 12 21:31:40 +0000 2024,abortion,2065,292,6790,5840721,1013228
177,Wed Apr 10 14:15:55 +0000 2024,abortion,2,5,109,5271,8789
91,Tue Apr 09 17:39:01 +0000 2024,abortion,24,31,56,30380,8093
542,Sat Apr 13 21:58:47 +0000 2024,abortion,64,7,64,10642,19505
1025,Fri Apr 12 19:13:11 +0000 2024,abortion,20,4,320,11322,68366
316,Mon Apr 08 17:44:19 +0000 2024,abortion,459,54,82,40933,79705
723,Sat Apr 13 00:15:09 +0000 2024,abortion,40,5,121,7362,19505
9554,Thu Apr 11 22:45:36 +0000 2024,abortion,2057,178,2350,551128,2115032
522,Thu Apr 11 14:24:49 +0000 2024,abortion,44,58,344,28233,118479
2881,Tue Apr 09 14:55:24 +0000 2024,abortion,270,23,582,30764,3509
4669,Tue Apr 09 21:12:49 +0000 2024,abortion,1021,152,531,367970,28195
831,Tue Apr 09 19:48:37 +0000 2024,abortion,43,60,374,67174,7890
343,Sat Apr 13 15:32:05 +0000 2024,abortion,39,11,147,5693,6798
12361,Sat Apr 13 00:58:26 +0000 2024,abortion,7608,375,3501,573281,19816261
3748,Tue Apr 09 19:58:33 +0000 2024,abortion,1110,193,600,3378201,1271760
1156,Thu Apr 11 12:23:30 +0000 2024,abortion,22,12,605,36242,2572
1161,Tue Apr 09 18:35:19 +0000 2024,abortion,48,15,570,53459,9624
875,Mon Apr 08 18:59:43 +0000 2024,abortion,283,36,173,42277,50474
1201,Sat Apr 13 03:36:20 +0000 2024,abortion,204,139,356,396097,30202
520,Sat Apr 06 11:46:24 +0000 2024,abortion,2,1,85,15761,62845
523,Tue Apr 09 20:02:01 +0000 2024,abortion,14,11,336,34836,51364
1895,Fri Apr 12 15:38:00 +0000 2024,abortion,13,12,278,18797,330327
1608,Wed Apr 10 13:00:39 +0000 2024,abortion,745,46,477,122620,2281724
2280,Tue Apr 09 21:36:31 +0000 2024,abortion,183,29,551,18109,5587
342,Tue Apr 09 20:07:12 +0000 2024,abortion,70,13,205,17773,3974
7487,Fri Apr 12 23:56:02 +0000 2024,abortion,1383,274,1242,536063,631611
1728,Mon Apr 08 13:34:22 +0000 2024,abortion,178,115,944,98473,550815
13977,Mon Apr 08 17:03:52 +0000 2024,abortion,1063,952,7526,2411757,333309
300,Tue Apr 09 01:17:36 +0000 2024,abortion,101,13,60,13785,3044
275,Sat Apr 13 19:45:16 +0000 2024,abortion,86,9,50,7916,30633
178,Thu Apr 11 03:26:48 +0000 2024,abortion,24,8,50,6452,5021
23486,Tue Apr 09 16:33:10 +0000 2024,abortion,0,136,5834,407993,31147594
19957,Tue Apr 09 18:55:42 +0000 2024,abortion,1051,177,4424,214568,528560
838,Wed Apr 10 13:44:32 +0000 2024,abortion,61,12,190,10744,12545
1849,Tue Apr 09 21:22:11 +0000 2024,abortion,698,254,959,969425,333309
2077,Thu Apr 11 01:39:56 +0000 2024,abortion,112,5,278,24130,8166
2658,Wed Apr 10 19:21:01 +0000 2024,abortion,1375,194,651,389910,2898274
27272,Thu Apr 11 15:02:54 +0000 2024,abortion,0,338,6961,763375,31147594
29488,Mon Apr 08 16:53:51 +0000 2024,abortion,6824,1519,11213,5022512,38053943
742,Sat Apr 13 20:22:00 +0000 2024,abortion,72,11,90,13650,330327
65590,Tue Apr 09 19:10:01 +0000 2024,abortion,1095,131,7922,1347733,95588
24087,Wed Apr 10 15:54:40 +0000 2024,abortion,0,183,4949,435707,31147594
1886,Mon Apr 08 13:36:17 +0000 2024,abortion,787,390,316,2239990,395441
10058,Tue Apr 09 20:14:45 +0000 2024,abortion,207,46,2102,155529,1131780
214,Sat Apr 13 17:29:47 +0000 2024,abortion,7,2,129,4461,19198
348,Tue Apr 09 13:30:27 +0000 2024,abortion,13,7,171,12803,207186
2049,Sat Apr 13 18:20:01 +0000 2024,abortion,20,7,279,17158,330327
386,Wed Apr 10 00:56:59 +0000 2024,abortion,16,2,154,41435,321
1126,Wed Apr 10 14:15:45 +0000 2024,abortion,141,20,129,20855,761
259,Sat Apr 13 18:58:50 +0000 2024,abortion,8,4,126,4565,26059
2689,Tue Apr 09 19:44:38 +0000 2024,abortion,15,9,967,62147,1064
2364,Thu Apr 11 17:20:39 +0000 2024,abortion,31,25,943,75425,183145
35508,Tue Apr 09 20:15:13 +0000 2024,abortion,798,250,10372,723805,258757
226,Sat Apr 13 14:30:34 +0000 2024,abortion,14,4,165,7332,49575
1668,Thu Apr 11 00:50:45 +0000 2024,abortion,68,40,497,161820,2572
182,Sat Apr 13 18:44:12 +0000 2024,abortion,21,6,147,2975,55389
705,Mon Apr 08 12:44:31 +0000 2024,abortion,90,45,132,105547,76608
920,Tue Apr 09 02:51:06 +0000 2024,abortion,484,20,73,13358,3945
11263,Mon Apr 08 13:05:09 +0000 2024,abortion,7377,1479,1860,2396111,631611
2304,Mon Apr 08 23:21:12 +0000 2024,abortion,58,10,367,15612,38767
2171,Wed Apr 10 16:15:21 +0000 2024,abortion,52,13,530,65013,78824
9818,Mon Apr 08 22:22:45 +0000 2024,abortion,1548,54,2745,148607,231062
441,Sat Apr 13 00:44:22 +0000 2024,abortion,19,9,136,6625,38767
22998,Wed Apr 10 14:02:43 +0000 2024,abortion,95,32,4510,747494,21192
313,Mon Apr 08 21:05:08 +0000 2024,abortion,126,19,352,37095,24609
1912,Tue Apr 09 17:52:18 +0000 2024,abortion,1500,111,672,444793,1038024
2951,Mon Apr 08 17:03:07 +0000 2024,abortion,2612,339,714,577472,1013228
914,Tue Apr 09 20:55:01 +0000 2024,abortion,22,8,368,36697,9089
240,Wed Apr 10 20:27:50 +0000 2024,abortion,7,2,111,3342,3982
12520,Wed Apr 10 01:14:06 +0000 2024,abortion,35,42,1896,274877,748513
11332,Thu Apr 11 22:03:16 +0000 2024,abortion,589,206,3107,725188,333310
17579,Wed Apr 10 12:04:04 +0000 2024,abortion,3129,142,3625,481481,392402
1066,Tue Apr 09 19:18:14 +0000 2024,abortion,29,6,302,29481,169414
703,Wed Apr 10 01:29:34 +0000 2024,abortion,18,10,184,8905,138880
9967,Thu Apr 11 20:42:15 +0000 2024,abortion,923,78,2813,130359,46744
675,Tue Apr 09 12:13:18 +0000 2024,abortion,40,11,204,8326,51991
171,Mon Apr 08 12:27:00 +0000 2024,abortion,28,2,52,2497,1968
10671,Tue Apr 09 17:52:33 +0000 2024,abortion,1424,160,2374,440937,65959
35872,Sat Apr 13 20:17:11 +0000 2024,immigration,734,197,7483,810521,288734
648,Sun Apr 07 04:28:23 +0000 2024,immigration,70,20,585,20512,178917
3544,Tue Apr 09 00:15:02 +0000 2024,immigration,418,58,1007,91673,54974
430,Sun Apr 07 17:58:05 +0000 2024,immigration,13,8,147,4671,4155
22508,Sat Apr 13 03:49:02 +0000 2024,immigration,579,372,5029,2725705,30202
910,Sun Apr 07 15:15:47 +0000 2024,immigration,142,21,391,17040,10664
478,Sat Apr 06 19:22:20 +0000 2024,immigration,60,16,135,23536,1934
1282,Fri Apr 12 18:07:55 +0000 2024,immigration,136,173,739,221513,83261
98781,Sat Apr 13 01:39:57 +0000 2024,immigration,64,41,9508,2001367,14841
8432,Mon Apr 08 21:55:20 +0000 2024,immigration,333,123,981,1106201,33232
2060,Fri Apr 12 17:01:03 +0000 2024,immigration,235,50,966,85876,76385
1152,Fri Apr 12 22:54:47 +0000 2024,immigration,22,12,428,13086,76635
4091,Fri Apr 12 00:31:28 +0000 2024,immigration,1281,92,842,114562,474976
1252,Sat Apr 13 06:40:43 +0000 2024,immigration,77,29,374,58741,4284
808,Wed Apr 10 11:00:56 +0000 2024,immigration,218,25,314,16982,76385
9375,Thu Apr 11 17:36:10 +0000 2024,immigration,414,59,1352,121047,1276816
3912,Sat Apr 13 20:04:05 +0000 2024,immigration,94,33,833,73022,57998
136,Thu Apr 11 02:43:00 +0000 2024,immigration,9,3,71,2731,10714
489,Tue Apr 09 20:17:39 +0000 2024,immigration,12,12,204,10147,54974
143,Sun Apr 07 17:41:57 +0000 2024,immigration,6,3,84,1955,21457
36872,Wed Apr 10 14:43:11 +0000 2024,immigration,1196,390,9894,1489490,1013233
334,Thu Apr 11 18:50:53 +0000 2024,immigration,59,29,312,6273,9284
293,Sat Apr 13 12:19:59 +0000 2024,immigration,85,9,87,10517,15762
2616,Tue Apr 09 15:03:18 +0000 2024,immigration,223,61,980,102603,54974
57,Sat Apr 13 16:04:54 +0000 2024,immigration,5,11,52,2390,945
604,Mon Apr 08 08:37:43 +0000 2024,immigration,19,4,250,10685,83261
2984,Sun Apr 07 22:25:58 +0000 2024,immigration,114,48,524,253421,33232
488,Sat Apr 13 08:23:25 +0000 2024,immigration,36,8,247,4635,11185
607,Sat Apr 06 17:19:48 +0000 2024,immigration,255,84,104,161274,18764
1622,Sat Apr 13 06:15:31 +0000 2024,immigration,69,10,221,16179,30978
674,Sat Apr 13 10:38:30 +0000 2024,immigration,18,7,204,11488,22206
336,Thu Apr 11 16:46:45 +0000 2024,immigration,35,4,69,15447,44533
5605,Tue Apr 09 06:05:22 +0000 2024,immigration,283,134,530,667604,103485
1261,Thu Apr 11 05:56:51 +0000 2024,immigration,51,13,278,31744,26274
4964,Sat Apr 13 22:35:17 +0000 2024,immigration,34,6,365,179704,44514
185,Sat Apr 13 13:40:03 +0000 2024,immigration,16,3,74,7082,263
570,Sat Apr 13 11:40:05 +0000 2024,immigration,45,10,144,23178,37329
817,Mon Apr 08 11:00:45 +0000 2024,immigration,32,21,558,30890,329472
312,Sat Apr 13 19:14:05 +0000 2024,immigration,12,2,54,3173,33363
952,Sat Apr 13 08:51:35 +0000 2024,immigration,47,8,371,46095,165058
7898,Fri Apr 12 17:35:44 +0000 2024,immigration,100,50,1144,94625,386863
559,Wed Apr 10 13:05:44 +0000 2024,immigration,49,9,120,22398,20907
379,Thu Apr 11 08:00:00 +0000 2024,immigration,30,7,84,9271,71213
20034,Thu Apr 11 02:18:25 +0000 2024,immigration,751,372,6303,1481517,470758
467,Tue Apr 09 15:24:59 +0000 2024,immigration,37,6,189,10001,169041
454,Mon Apr 08 20:01:10 +0000 2024,immigration,18,4,115,18379,20384
253,Sat Apr 13 15:36:17 +0000 2024,immigration,9,3,47,4595,5334
604,Sat Apr 13 20:13:39 +0000 2024,immigration,65,9,93,7742,7632
14738,Sat Apr 13 15:54:58 +0000 2024,immigration,315,161,3673,730341,1000085
153,Sat Apr 13 08:51:40 +0000 2024,immigration,12,5,103,3569,23680
843,Sat Apr 13 15:36:18 +0000 2024,immigration,27,18,302,12640,32928
156,Sat Apr 13 16:21:45 +0000 2024,immigration,6,1,82,4442,194688
1347,Wed Apr 10 14:55:40 +0000 2024,immigration,73,18,560,16012,146152
100,Tue Apr 09 13:37:18 +0000 2024,immigration,6,2,46,5450,1837
4320,Sun Apr 07 16:17:53 +0000 2024,immigration,1207,66,820,151650,85255
628,Fri Apr 12 13:18:46 +0000 2024,immigration,31,8,180,16131,19763
